,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,param_oob_score,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
30,7.179314041,0.036256828,0.137311411,0.004558223,entropy,17,1,275,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 1, 'n_estimators': 275, 'oob_score': True}",0.723414878,0.742257742,0.748125937,0.745117677,0.755132699,0.7428,0.01060426,1352,0.991996999,0.992123031,0.993374172,0.992377858,0.992502811,0.992474974,0.00048396
31,7.289311838,0.023664586,0.141973686,0.005495667,entropy,17,1,280,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 1, 'n_estimators': 280, 'oob_score': True}",0.725411882,0.738761239,0.753123438,0.745117677,0.757135704,0.7439,0.011227399,979,0.991621858,0.992623156,0.99399925,0.992502811,0.991878046,0.992525024,0.000826771
32,7.411550808,0.022653207,0.140580893,0.003538419,entropy,17,1,285,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 1, 'n_estimators': 285, 'oob_score': True}",0.727908138,0.737262737,0.751624188,0.748122183,0.752128192,0.7434,0.009424067,1162,0.991996999,0.991997999,0.993124141,0.992002999,0.991628139,0.992150055,0.000507821
33,7.588953209,0.022932578,0.143786716,0.004855142,entropy,17,1,290,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 1, 'n_estimators': 290, 'oob_score': True}",0.72441338,0.739260739,0.753623188,0.748122183,0.753630446,0.7438,0.011033762,1007,0.991871952,0.991497874,0.993124141,0.991878046,0.992377858,0.992149974,0.000561677
34,7.710937881,0.036019816,0.145332909,0.003748955,entropy,17,1,295,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 1, 'n_estimators': 295, 'oob_score': True}",0.721917124,0.738261738,0.754122939,0.746119179,0.75563345,0.7432,0.012331171,1232,0.990996624,0.991247812,0.993374172,0.992002999,0.992627765,0.992049874,0.000876648
35,5.597041607,0.03185563,0.058953428,0.00170158,entropy,17,2,125,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 125, 'oob_score': True}",0.721417873,0.74025974,0.750624688,0.749624437,0.750125188,0.7424,0.011179247,1475,0.993122421,0.994123531,0.993749219,0.996001499,0.995376734,0.994474681,0.001060479
36,5.850267649,0.020471716,0.061471653,0.002285186,entropy,17,2,130,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 130, 'oob_score': True}",0.720918622,0.743256743,0.748125937,0.751627441,0.75112669,0.743,0.011444982,1296,0.992872327,0.99499875,0.994749344,0.995126827,0.995376734,0.994624796,0.000899327
37,6.022596121,0.034286629,0.063450098,0.001117342,entropy,17,2,135,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 135, 'oob_score': True}",0.730903645,0.744755245,0.752623688,0.752128192,0.753129695,0.7467,0.0084793,173,0.99437289,0.995248812,0.994374297,0.995501687,0.995501687,0.994999875,0.000519627
38,6.241646814,0.031401651,0.065716648,0.001809797,entropy,17,2,140,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 140, 'oob_score': True}",0.726410384,0.739260739,0.754122939,0.750125188,0.753630446,0.7447,0.010606459,714,0.994497937,0.995623906,0.995124391,0.995126827,0.996126453,0.995299903,0.000546273
39,6.525212383,0.054216379,0.067319393,0.000205209,entropy,17,2,145,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 145, 'oob_score': True}",0.727908138,0.742257742,0.75962019,0.750125188,0.758137206,0.7476,0.011650834,66,0.994622984,0.995498875,0.995374422,0.995376734,0.995251781,0.995224959,0.000310966
40,6.754490566,0.026775082,0.071245003,0.001702918,entropy,17,2,150,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 150, 'oob_score': True}",0.724912631,0.737262737,0.763118441,0.749624437,0.757135704,0.7464,0.0137919,242,0.994122796,0.994873718,0.994624328,0.996751218,0.994751968,0.995024806,0.000900197
41,6.947095251,0.028651595,0.071703911,0.000397642,entropy,17,2,155,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 155, 'oob_score': True}",0.722915627,0.741758242,0.754622689,0.752628943,0.757135704,0.7458,0.012598261,405,0.993997749,0.995498875,0.994624328,0.997001125,0.994502062,0.995124828,0.001055371
42,7.168223238,0.02240431,0.074284172,0.000347087,entropy,17,2,160,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 160, 'oob_score': True}",0.720918622,0.740759241,0.757121439,0.753630446,0.758637957,0.7462,0.014132764,294,0.99437289,0.994498625,0.994874359,0.996501312,0.994751968,0.994999831,0.000771477
43,7.426874447,0.026987748,0.077310944,0.000573593,entropy,17,2,165,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 165, 'oob_score': True}",0.724912631,0.738261738,0.756121939,0.754631948,0.759639459,0.7467,0.013156703,173,0.994247843,0.995248812,0.995749469,0.996751218,0.994002249,0.995199918,0.001005165
44,7.631262159,0.033587292,0.07898488,0.000536846,entropy,17,2,170,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 170, 'oob_score': True}",0.726909636,0.73976024,0.756621689,0.756634952,0.75563345,0.7471,0.011969842,117,0.994497937,0.995623906,0.995499437,0.996001499,0.995001874,0.995324931,0.00052266
45,7.862187433,0.033244777,0.08207221,0.002242524,entropy,17,2,175,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 175, 'oob_score': True}",0.725911133,0.74025974,0.756121939,0.756634952,0.755132699,0.7468,0.012105123,157,0.994497937,0.995623906,0.996249531,0.995501687,0.996251406,0.995624893,0.000643102
46,8.063912249,0.035901832,0.085207033,0.00222224,entropy,17,2,180,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 180, 'oob_score': True}",0.727908138,0.743256743,0.755622189,0.753129695,0.754131197,0.7468,0.010407168,157,0.994748031,0.994498625,0.995249406,0.995501687,0.996251406,0.995249831,0.000613628
47,8.311764526,0.058127789,0.08676405,0.002231311,entropy,17,2,185,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 185, 'oob_score': True}",0.724912631,0.742757243,0.76111944,0.748122183,0.758137206,0.747,0.012893173,130,0.993747655,0.995123781,0.994999375,0.995751593,0.995376734,0.994999828,0.000676832
48,8.516379166,0.045234188,0.087781858,0.000531385,entropy,17,2,190,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 190, 'oob_score': True}",0.725411882,0.744255744,0.75862069,0.748622934,0.758137206,0.747,0.012131559,130,0.993872702,0.995123781,0.994999375,0.995126827,0.995126827,0.994849903,0.000491049
49,8.780561829,0.029294162,0.092756844,0.002552077,entropy,17,2,195,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 195, 'oob_score': True}",0.723414878,0.743256743,0.756121939,0.747120681,0.753129695,0.7446,0.011516085,745,0.995123171,0.995373843,0.996124516,0.995751593,0.995501687,0.995574962,0.000341509
50,9.003719568,0.02028833,0.094928837,0.005227318,entropy,17,2,200,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 200, 'oob_score': True}",0.722416375,0.742257742,0.757621189,0.750625939,0.75112669,0.7448,0.012219414,680,0.995248218,0.995123781,0.996499562,0.995126827,0.995251781,0.995450034,0.000527721
51,9.231947184,0.037768271,0.095881557,0.002889822,entropy,17,2,205,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 205, 'oob_score': True}",0.726410384,0.743256743,0.755122439,0.757135704,0.752128192,0.7468,0.011253786,157,0.994998124,0.995123781,0.995749469,0.99562664,0.995876546,0.995474912,0.00034938
52,9.457529593,0.035899424,0.097546482,0.000989884,entropy,17,2,210,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 210, 'oob_score': True}",0.726410384,0.744255744,0.755122439,0.754631948,0.753129695,0.7467,0.010893481,173,0.99437289,0.994623656,0.9959995,0.99562664,0.995501687,0.995224875,0.000620552
53,9.624197435,0.017925227,0.101197052,0.002841614,entropy,17,2,215,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 215, 'oob_score': True}",0.732900649,0.745254745,0.757621189,0.752128192,0.758137206,0.7492,0.009390582,3,0.99437289,0.994873718,0.993874234,0.996376359,0.995751593,0.995049759,0.000908123
54,9.828437853,0.016394819,0.103335142,0.003298229,entropy,17,2,220,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 220, 'oob_score': True}",0.730903645,0.743756244,0.75962019,0.756134201,0.756634952,0.7494,0.010738381,2,0.993997749,0.99499875,0.995124391,0.996251406,0.99562664,0.995199787,0.000745534
55,10.04481306,0.029984666,0.104223442,0.000330344,entropy,17,2,225,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 225, 'oob_score': True}",0.72890664,0.744755245,0.755122439,0.75563345,0.758137206,0.7485,0.010825319,15,0.994247843,0.995373843,0.994624328,0.995876546,0.994876921,0.994999896,0.000570983
56,10.28570633,0.024289619,0.10915761,0.002811258,entropy,17,2,230,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 230, 'oob_score': True}",0.731902147,0.745254745,0.752623688,0.750125188,0.75563345,0.7471,0.008331921,117,0.99437289,0.995248812,0.995499437,0.995751593,0.995376734,0.995249893,0.000468871
57,10.52855644,0.049161879,0.10849123,0.000434871,entropy,17,2,235,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 235, 'oob_score': True}",0.72441338,0.742257742,0.753123438,0.754631948,0.753630446,0.7456,0.011516974,470,0.994873077,0.995999,0.996249531,0.994751968,0.995501687,0.995475053,0.000593342
58,10.75118728,0.037557049,0.112169981,0.002076007,entropy,17,2,240,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 240, 'oob_score': True}",0.726410384,0.743256743,0.756121939,0.753129695,0.75563345,0.7469,0.011258215,140,0.994748031,0.995999,0.995749469,0.995126827,0.995501687,0.995425003,0.000444484
59,10.97814822,0.044037188,0.113959503,0.001159409,entropy,17,2,245,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 245, 'oob_score': True}",0.725411882,0.741758242,0.755122439,0.755132699,0.752128192,0.7459,0.011371076,376,0.994873077,0.995873968,0.996249531,0.995751593,0.995001874,0.995550009,0.00052794
60,11.19322376,0.03886528,0.115468025,0.001499898,entropy,17,2,250,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 250, 'oob_score': True}",0.725411882,0.747252747,0.757121439,0.755132699,0.754631948,0.7479,0.011742704,45,0.993997749,0.995623906,0.995874484,0.996251406,0.994751968,0.995299903,0.000816862
61,11.44610848,0.043752533,0.121168184,0.002866494,entropy,17,2,255,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 255, 'oob_score': True}",0.728407389,0.744755245,0.76061969,0.749624437,0.756634952,0.748,0.011237498,40,0.993872702,0.99499875,0.996624578,0.996376359,0.995501687,0.995474815,0.000992861
62,11.6742013,0.035817432,0.120907068,0.001389159,entropy,17,2,260,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 260, 'oob_score': True}",0.727908138,0.745754246,0.756121939,0.749624437,0.759639459,0.7478,0.01107289,53,0.993872702,0.995373843,0.995624453,0.995501687,0.995876546,0.995249846,0.000708295
63,11.89131389,0.03175515,0.122448444,0.000632962,entropy,17,2,265,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 265, 'oob_score': True}",0.725411882,0.741758242,0.754622689,0.750625939,0.757636455,0.746,0.011605826,350,0.995373265,0.994748687,0.995499437,0.995376734,0.99562664,0.995324953,0.000302839
64,12.09973669,0.01605369,0.126470184,0.00394882,entropy,17,2,270,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 270, 'oob_score': True}",0.71992012,0.743256743,0.755622189,0.750625939,0.755132699,0.7449,0.013266081,655,0.995498312,0.994248562,0.994499312,0.995751593,0.996126453,0.995224846,0.000727278
65,12.33856554,0.028908982,0.127855539,0.001049862,entropy,17,2,275,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 275, 'oob_score': True}",0.724912631,0.745754246,0.754122939,0.750125188,0.756134201,0.7462,0.011231735,294,0.995373265,0.994873718,0.995249406,0.996126453,0.996001499,0.995524868,0.00047158
66,12.5684124,0.013132657,0.131386614,0.003534376,entropy,17,2,280,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 280, 'oob_score': True}",0.72441338,0.742257742,0.757621189,0.751627441,0.753129695,0.7458,0.011815211,405,0.995248218,0.994623656,0.995624453,0.995501687,0.996376359,0.995474875,0.000567752
67,12.78105445,0.040126147,0.13417635,0.003361247,entropy,17,2,285,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 285, 'oob_score': True}",0.729905142,0.739260739,0.76011994,0.749624437,0.750625939,0.7459,0.010380776,376,0.995248218,0.995623906,0.995874484,0.996126453,0.99562664,0.99569994,0.000292433
68,12.96686668,0.039756671,0.134039354,0.000651872,entropy,17,2,290,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 290, 'oob_score': True}",0.72890664,0.741758242,0.76161919,0.753129695,0.754131197,0.7479,0.011431853,45,0.995373265,0.995748937,0.995749469,0.995501687,0.995876546,0.995649981,0.000184166
69,13.21627541,0.022100262,0.137043381,0.001490681,entropy,17,2,295,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 2, 'n_estimators': 295, 'oob_score': True}",0.726909636,0.740759241,0.756121939,0.753630446,0.754131197,0.7463,0.01112376,261,0.994873077,0.995623906,0.995124391,0.995251781,0.996876171,0.995549865,0.000706045
70,7.901896191,0.015998539,0.05671978,0.000359566,entropy,17,3,125,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 3, 'n_estimators': 125, 'oob_score': True}",0.722416375,0.74025974,0.750624688,0.744616925,0.746119179,0.7408,0.009778832,1811,0.996123546,0.99699925,0.996999625,0.995751593,0.996501312,0.996475065,0.000489408
71,8.245993471,0.035731413,0.059252262,0.000292675,entropy,17,3,130,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 3, 'n_estimators': 130, 'oob_score': True}",0.723414878,0.741258741,0.751124438,0.748622934,0.748122183,0.7425,0.010096972,1449,0.996123546,0.996624156,0.995749469,0.997375984,0.996251406,0.996424912,0.000551613
72,8.600617361,0.005516071,0.062820148,0.002185629,entropy,17,3,135,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 3, 'n_estimators': 135, 'oob_score': True}",0.721417873,0.74025974,0.743128436,0.747120681,0.744116174,0.7392,0.009165353,2031,0.995623359,0.996374094,0.995749469,0.997126078,0.996126453,0.99619989,0.000534571
73,8.90033865,0.028671749,0.066038847,0.002679017,entropy,17,3,140,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 3, 'n_estimators': 140, 'oob_score': True}",0.719420869,0.73976024,0.742128936,0.75112669,0.748622934,0.7402,0.011192757,1876,0.995998499,0.996499125,0.995624453,0.997001125,0.996501312,0.996324903,0.000472423
74,9.215303898,0.042519607,0.066041851,0.000240441,entropy,17,3,145,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 3, 'n_estimators': 145, 'oob_score': True}",0.723414878,0.741758242,0.745127436,0.753129695,0.746119179,0.7419,0.009963389,1608,0.996873828,0.996374094,0.996499562,0.996751218,0.995876546,0.99647505,0.000347647
75,9.487403822,0.049787978,0.068534517,0.000767735,entropy,17,3,150,TRUE,"{'criterion': 'entropy', 'max_depth': 17, 'max_features': 3, 'n_estimators': 150, 'oob_score': True}",0.715926111,0.738761239,0.751124438,0.75112669,0.75112669,0.7416,0.013712823,1669,0.997374015,0.996749187,0.996499562,0.997251031,0.997001125,0.996974984,0.00032035
