,round,reward,ticks
137,137,51.0,342
138,138,21.0,150
139,139,29.0,182
140,140,37.0,262
141,141,37.0,262
142,142,17.0,118
143,143,36.0,262
144,144,34.0,278
145,145,35.0,262
146,146,56.0,370
147,147,42.0,294
148,148,26.0,166
149,149,55.0,385
150,150,55.0,397
151,151,30.0,182
152,152,20.0,134
153,153,37.0,262
154,154,40.0,310
155,155,36.0,262
156,156,36.0,262
157,157,49.0,390
158,158,50.0,390
159,159,17.0,134
160,160,47.0,390
161,161,20.0,150
162,162,26.0,166
163,163,27.0,166
164,164,53.0,406
165,165,25.0,150
166,166,49.0,374
167,167,22.0,150
168,168,54.0,415
169,169,18.0,134
170,170,43.0,310
171,171,17.0,134
172,172,55.0,405
173,173,29.0,166
174,174,37.0,294
175,175,55.0,354
176,176,52.0,406
177,177,53.0,390
178,178,55.0,395
179,179,39.0,278
180,180,16.0,98
181,181,28.0,166
182,182,56.0,418
183,183,55.0,344
184,184,40.0,262
185,185,27.0,166
186,186,30.0,166
187,187,56.0,397
188,188,20.0,134
189,189,55.0,360
190,190,24.0,150
191,191,56.0,413
192,192,54.0,399
193,193,55.0,309
194,194,55.0,404
195,195,23.0,150
196,196,13.0,94
197,197,55.0,421
198,198,56.0,383
199,199,27.0,166
200,200,26.0,166
201,201,56.0,384
202,202,6.0,61
203,203,13.0,77
204,204,43.0,342
205,205,21.0,150
206,206,43.0,310
207,207,18.0,134
208,208,17.0,134
209,209,20.0,150
210,210,22.0,150
211,211,42.0,278
212,212,51.0,422
213,213,56.0,393
214,214,35.0,262
215,215,27.0,166
216,216,18.0,134
217,217,40.0,294
218,218,23.0,150
219,219,26.0,182
220,220,46.0,358
221,221,27.0,166
222,222,32.0,166
223,223,26.0,150
224,224,55.0,402
225,225,21.0,141
226,226,27.0,166
227,227,15.0,91
228,228,22.0,150
229,229,25.0,150
230,230,53.0,422
231,231,39.0,278
232,232,55.0,395
233,233,29.0,182
234,234,55.0,414
235,235,55.0,361
236,236,55.0,416
237,237,42.0,310
238,238,48.0,358
239,239,42.0,278
240,240,37.0,278
241,241,26.0,166
242,242,43.0,294
243,243,29.0,182
244,244,29.0,166
245,245,40.0,294
246,246,23.0,150
247,247,25.0,166
248,248,24.0,150
249,249,33.0,182
250,250,50.0,406
251,251,50.0,342
252,252,23.0,150
253,253,17.0,134
254,254,47.0,310
255,255,56.0,403
256,256,18.0,134
257,257,21.0,150
258,258,55.0,396
259,259,55.0,421
260,260,16.0,134
261,261,51.0,374
262,262,55.0,365
263,263,55.0,395
264,264,56.0,419
265,265,25.0,150
266,266,16.0,134
267,267,34.0,246
268,268,52.0,406
269,269,56.0,386
270,270,29.0,166
271,271,20.0,134
272,272,29.0,182
273,273,55.0,388
274,274,56.0,401
275,275,56.0,399
276,276,39.0,262
277,277,27.0,166
278,278,50.0,358
279,279,33.0,182
280,280,13.0,98
281,281,43.0,326
282,282,45.0,310
283,283,55.0,417
284,284,21.0,134
285,285,27.0,150
286,286,55.0,384
287,287,28.0,166
288,288,50.0,342
289,289,36.0,246
290,290,56.0,396
291,291,53.0,422
292,292,56.0,391
293,293,55.0,419
294,294,30.0,182
295,295,20.0,138
296,296,25.0,166
297,297,46.0,358
298,298,23.0,150
299,299,54.0,402
300,300,55.0,418
301,301,18.0,118
302,302,25.0,166
303,303,56.0,403
304,304,27.0,166
305,305,44.0,358
306,306,28.0,166
307,307,14.0,118
308,308,49.0,342
309,309,54.0,369
310,310,27.0,166
311,311,55.0,420
312,312,25.0,134
313,313,20.0,134
314,314,55.0,381
315,315,53.0,422
316,316,56.0,385
317,317,56.0,368
318,318,30.0,166
319,319,55.0,355
320,320,55.0,402
321,321,22.0,150
322,322,17.0,134
323,323,37.0,278
324,324,31.0,182
325,325,47.0,330
326,326,22.0,150
327,327,21.0,150
328,328,36.0,262
329,329,25.0,150
330,330,45.0,326
331,331,55.0,375
332,332,56.0,402
333,333,56.0,394
334,334,28.0,182
335,335,44.0,294
336,336,21.0,150
337,337,42.0,294
338,338,41.0,310
339,339,56.0,385
340,340,43.0,294
341,341,24.0,150
342,342,36.0,262
343,343,26.0,166
344,344,13.0,98
345,345,18.0,134
346,346,55.0,397
347,347,55.0,369
348,348,27.0,166
349,349,56.0,400
350,350,23.0,166
351,351,38.0,262
352,352,39.0,294
353,353,40.0,278
354,354,31.0,166
355,355,25.0,166
356,356,41.0,262
357,357,55.0,422
358,358,49.0,326
359,359,54.0,411
360,360,28.0,166
361,361,30.0,182
362,362,24.0,166
363,363,34.0,246
364,364,25.0,166
365,365,51.0,422
366,366,52.0,390
367,367,54.0,412
368,368,33.0,262
369,369,24.0,150
370,370,56.0,405
371,371,55.0,377
372,372,55.0,405
373,373,36.0,246
374,374,50.0,358
375,375,29.0,182
376,376,53.0,406
377,377,55.0,408
378,378,35.0,246
379,379,56.0,415
380,380,54.0,406
381,381,54.0,413
382,382,34.0,246
383,383,45.0,294
384,384,55.0,357
385,385,28.0,166
386,386,31.0,182
387,387,29.0,166
388,388,22.0,150
389,389,23.0,150
390,390,51.0,406
391,391,55.0,361
392,392,56.0,385
393,393,54.0,418
394,394,24.0,150
395,395,56.0,332
396,396,45.0,344
397,397,55.0,401
398,398,31.0,166
399,399,54.0,395
400,400,55.0,324
401,401,55.0,374
402,402,56.0,353
403,403,12.0,80
404,404,54.0,418
405,405,22.0,150
406,406,43.0,294
407,407,50.0,374
408,408,18.0,134
409,409,20.0,150
410,410,45.0,310
411,411,55.0,374
412,412,55.0,396
413,413,22.0,150
414,414,53.0,401
415,415,55.0,421
416,416,18.0,134
417,417,54.0,392
418,418,55.0,385
419,419,55.0,400
420,420,53.0,406
421,421,56.0,395
422,422,21.0,134
423,423,56.0,392
424,424,42.0,326
425,425,21.0,134
426,426,28.0,166
427,427,54.0,421
428,428,21.0,150
429,429,42.0,310
430,430,54.0,353
431,431,39.0,278
432,432,38.0,246
433,433,33.0,182
434,434,39.0,262
435,435,29.0,182
436,436,55.0,345
437,437,39.0,278
438,438,56.0,396
439,439,23.0,166
440,440,53.0,422
441,441,55.0,360
442,442,54.0,414
443,443,52.0,390
444,444,27.0,150
445,445,30.0,166
446,446,56.0,416
447,447,29.0,166
448,448,47.0,358
449,449,21.0,150
450,450,55.0,387
451,451,51.0,406
452,452,54.0,369
453,453,35.0,198
454,454,23.0,150
455,455,43.0,278
456,456,47.0,342
457,457,53.0,406
458,458,26.0,166
459,459,22.0,150
460,460,55.0,387
461,461,19.0,134
462,462,37.0,262
463,463,33.0,262
464,464,31.0,182
465,465,32.0,262
466,466,35.0,262
467,467,35.0,262
468,468,55.0,352
469,469,28.0,166
470,470,27.0,166
471,471,52.0,422
472,472,18.0,134
473,473,21.0,150
474,474,27.0,166
475,475,56.0,417
476,476,35.0,246
477,477,43.0,294
478,478,30.0,166
479,479,26.0,166
480,480,15.0,86
481,481,22.0,134
482,482,48.0,358
483,483,33.0,246
484,484,55.0,347
485,485,23.0,150
486,486,30.0,182
487,487,53.0,390
488,488,55.0,388
489,489,21.0,150
490,490,34.0,247
491,491,55.0,396
492,492,45.0,326
493,493,21.0,134
494,494,56.0,408
495,495,29.0,182
496,496,39.0,262
497,497,55.0,402
498,498,17.0,134
499,499,56.0,405
500,500,24.0,150
501,501,52.0,380
502,502,46.0,326
503,503,56.0,384
504,504,21.0,150
505,505,36.0,262
506,506,24.0,150
507,507,35.0,246
508,508,55.0,419
509,509,39.0,294
510,510,22.0,150
511,511,35.0,246
512,512,21.0,150
513,513,56.0,384
514,514,21.0,134
515,515,17.0,134
516,516,28.0,166
517,517,41.0,278
518,518,53.0,422
519,519,55.0,366
520,520,54.0,397
521,521,21.0,134
522,522,30.0,182
523,523,55.0,389
524,524,55.0,399
525,525,15.0,101
526,526,49.0,374
527,527,52.0,422
528,528,23.0,150
529,529,21.0,150
530,530,52.0,406
531,531,15.0,89
532,532,15.0,97
533,533,16.0,95
534,534,48.0,358
535,535,27.0,150
536,536,22.0,150
537,537,36.0,278
538,538,54.0,348
539,539,29.0,182
540,540,19.0,100
541,541,28.0,166
542,542,24.0,150
543,543,56.0,417
544,544,23.0,150
545,545,55.0,405
546,546,25.0,166
547,547,56.0,383
548,548,31.0,182
549,549,56.0,399
550,550,55.0,396
551,551,55.0,402
552,552,43.0,310
553,553,37.0,278
554,554,54.0,408
555,555,43.0,278
556,556,56.0,417
557,557,27.0,150
558,558,55.0,414
559,559,34.0,246
560,560,54.0,379
561,561,26.0,166
562,562,56.0,396
563,563,56.0,419
564,564,32.0,246
565,565,40.0,310
566,566,34.0,262
567,567,56.0,353
568,568,31.0,182
569,569,56.0,402
570,570,27.0,146
571,571,25.0,150
572,572,30.0,166
573,573,13.0,92
574,574,54.0,404
575,575,55.0,382
576,576,28.0,166
577,577,26.0,167
578,578,24.0,150
579,579,20.0,134
580,580,49.0,375
581,581,55.0,368
582,582,44.0,294
583,583,56.0,401
584,584,31.0,166
585,585,38.0,244
586,586,41.0,278
587,587,19.0,134
588,588,29.0,246
589,589,28.0,182
590,590,29.0,182
591,591,55.0,408
592,592,21.0,134
593,593,49.0,342
594,594,13.0,91
595,595,56.0,388
596,596,15.0,100
597,597,40.0,278
598,598,51.0,422
599,599,24.0,150
600,600,31.0,182
601,601,56.0,361
602,602,55.0,400
603,603,54.0,393
604,604,56.0,401
605,605,43.0,294
606,606,56.0,403
607,607,52.0,422
608,608,55.0,395
609,609,54.0,363
610,610,54.0,390
611,611,56.0,421
612,612,40.0,294
613,613,25.0,118
614,614,55.0,348
615,615,55.0,397
616,616,26.0,166
617,617,19.0,134
618,618,32.0,262
619,619,55.0,402
620,620,53.0,395
621,621,46.0,342
622,622,55.0,370
623,623,13.0,77
624,624,54.0,396
625,625,21.0,134
626,626,56.0,387
627,627,55.0,356
628,628,20.0,135
629,629,22.0,150
630,630,56.0,421
631,631,56.0,419
632,632,56.0,389
633,633,24.0,150
634,634,28.0,150
635,635,25.0,166
636,636,48.0,390
637,637,54.0,376
638,638,31.0,246
639,639,28.0,166
640,640,56.0,405
641,641,55.0,416
642,642,38.0,262
643,643,23.0,150
644,644,24.0,150
645,645,52.0,422
646,646,56.0,388
647,647,56.0,420
648,648,29.0,182
649,649,55.0,405
650,650,17.0,134
651,651,27.0,166
652,652,53.0,390
653,653,42.0,294
654,654,27.0,166
655,655,17.0,134
656,656,31.0,182
657,657,55.0,413
658,658,38.0,246
659,659,55.0,399
660,660,20.0,150
661,661,55.0,344
662,662,23.0,150
663,663,38.0,246
664,664,55.0,374
665,665,23.0,150
666,666,33.0,246
667,667,40.0,278
668,668,56.0,385
669,669,42.0,294
670,670,53.0,405
671,671,45.0,310
672,672,39.0,262
673,673,55.0,413
674,674,56.0,417
675,675,25.0,166
676,676,36.0,246
677,677,56.0,398
678,678,20.0,134
679,679,33.0,182
680,680,21.0,134
681,681,36.0,262
682,682,38.0,294
683,683,27.0,150
684,684,23.0,150
685,685,56.0,398
686,686,27.0,166
687,687,45.0,310
688,688,27.0,166
689,689,26.0,150
690,690,43.0,278
691,691,28.0,166
692,692,33.0,182
693,693,34.0,246
694,694,54.0,390
695,695,56.0,418
696,696,26.0,166
697,697,39.0,278
698,698,34.0,246
699,699,54.0,416
700,700,21.0,134
701,701,16.0,94
702,702,20.0,150
703,703,23.0,150
704,704,56.0,416
705,705,30.0,182
706,706,44.0,310
707,707,56.0,403
708,708,41.0,294
709,709,51.0,422
710,710,22.0,150
711,711,55.0,396
712,712,30.0,182
713,713,23.0,150
714,714,21.0,150
715,715,42.0,294
716,716,22.0,118
717,717,21.0,150
718,718,18.0,134
719,719,27.0,166
720,720,30.0,182
721,721,55.0,402
722,722,47.0,342
723,723,36.0,246
724,724,32.0,262
725,725,55.0,397
726,726,43.0,310
727,727,43.0,294
728,728,55.0,363
729,729,55.0,395
730,730,43.0,310
731,731,51.0,358
732,732,53.0,406
733,733,41.0,294
734,734,48.0,374
735,735,52.0,422
736,736,56.0,420
737,737,41.0,262
738,738,55.0,397
739,739,54.0,392
740,740,20.0,150
741,741,14.0,89
742,742,48.0,374
743,743,25.0,166
744,744,32.0,262
745,745,56.0,365
746,746,29.0,182
747,747,49.0,358
748,748,47.0,374
749,749,39.0,262
750,750,41.0,278
751,751,56.0,401
752,752,36.0,262
753,753,35.0,262
754,754,17.0,134
755,755,52.0,374
756,756,56.0,360
757,757,56.0,348
758,758,55.0,379
759,759,17.0,134
760,760,47.0,310
761,761,40.0,294
762,762,21.0,134
763,763,51.0,409
764,764,35.0,262
765,765,28.0,166
766,766,18.0,134
767,767,27.0,146
768,768,34.0,262
769,769,55.0,382
770,770,26.0,166
771,771,30.0,246
772,772,42.0,278
773,773,55.0,326
774,774,27.0,230
775,775,26.0,134
776,776,38.0,262
777,777,17.0,134
778,778,40.0,246
779,779,38.0,262
780,780,36.0,242
781,781,15.0,134
782,782,56.0,357
783,783,55.0,416
784,784,53.0,422
785,785,19.0,134
786,786,28.0,182
787,787,51.0,406
788,788,23.0,150
789,789,40.0,262
790,790,54.0,395
791,791,28.0,166
792,792,48.0,390
793,793,55.0,398
794,794,26.0,166
795,795,55.0,389
796,796,36.0,262
797,797,21.0,150
798,798,31.0,182
799,799,38.0,262
800,800,29.0,182
801,801,56.0,400
802,802,55.0,326
803,803,21.0,150
804,804,17.0,131
805,805,27.0,166
806,806,14.0,118
807,807,27.0,166
808,808,51.0,374
809,809,21.0,150
810,810,28.0,166
811,811,40.0,294
812,812,23.0,134
813,813,56.0,360
814,814,55.0,416
815,815,56.0,386
816,816,55.0,351
817,817,37.0,278
818,818,56.0,421
819,819,28.0,166
820,820,28.0,166
821,821,27.0,166
822,822,24.0,150
823,823,38.0,246
824,824,55.0,373
825,825,55.0,386
826,826,45.0,310
827,827,56.0,419
828,828,38.0,278
829,829,38.0,278
830,830,24.0,166
831,831,44.0,294
832,832,52.0,374
833,833,21.0,150
834,834,39.0,262
835,835,55.0,364
836,836,13.0,98
837,837,31.0,182
838,838,37.0,262
839,839,37.0,246
840,840,56.0,406
841,841,33.0,278
842,842,26.0,166
843,843,53.0,422
844,844,56.0,354
845,845,23.0,150
846,846,31.0,182
847,847,23.0,150
848,848,29.0,182
849,849,55.0,377
850,850,31.0,182
851,851,37.0,262
852,852,53.0,374
853,853,25.0,166
854,854,55.0,364
855,855,39.0,262
856,856,40.0,278
857,857,52.0,342
858,858,28.0,166
859,859,21.0,150
860,860,55.0,363
861,861,55.0,339
862,862,17.0,134
863,863,22.0,134
864,864,15.0,97
865,865,30.0,166
866,866,56.0,376
867,867,36.0,262
868,868,29.0,182
869,869,53.0,400
870,870,27.0,166
871,871,20.0,150
872,872,51.0,422
873,873,35.0,246
874,874,51.0,358
875,875,56.0,357
876,876,56.0,364
877,877,49.0,326
878,878,24.0,146
879,879,23.0,150
880,880,44.0,310
881,881,54.0,329
882,882,13.0,97
883,883,55.0,393
884,884,34.0,262
885,885,56.0,338
886,886,45.0,358
887,887,24.0,166
888,888,56.0,375
889,889,25.0,166
890,890,25.0,166
891,891,55.0,325
892,892,56.0,417
893,893,27.0,150
894,894,27.0,166
895,895,54.0,383
896,896,54.0,404
897,897,26.0,166
898,898,31.0,182
899,899,26.0,166
900,900,41.0,294
901,901,28.0,166
902,902,44.0,375
903,903,17.0,134
904,904,27.0,166
905,905,55.0,362
906,906,38.0,278
907,907,33.0,182
908,908,29.0,166
909,909,40.0,326
910,910,46.0,374
911,911,25.0,166
912,912,21.0,150
913,913,55.0,377
914,914,55.0,405
915,915,56.0,361
916,916,55.0,372
917,917,25.0,166
918,918,23.0,150
919,919,55.0,384
920,920,29.0,182
921,921,52.0,406
922,922,24.0,150
923,923,54.0,355
924,924,55.0,396
925,925,54.0,372
926,926,21.0,150
927,927,23.0,150
928,928,23.0,150
929,929,56.0,396
930,930,23.0,150
931,931,47.0,374
932,932,56.0,390
933,933,31.0,182
934,934,53.0,390
935,935,44.0,294
936,936,31.0,182
937,937,26.0,166
938,938,55.0,321
939,939,37.0,262
940,940,56.0,366
941,941,40.0,262
942,942,53.0,415
943,943,35.0,246
944,944,55.0,421
945,945,55.0,396
946,946,18.0,134
947,947,43.0,294
948,948,55.0,376
949,949,55.0,364
950,950,53.0,406
951,951,56.0,362
952,952,56.0,408
953,953,55.0,398
954,954,55.0,400
955,955,55.0,398
956,956,27.0,150
957,957,55.0,385
958,958,54.0,345
959,959,26.0,166
960,960,39.0,246
961,961,26.0,166
962,962,54.0,324
963,963,33.0,182
964,964,17.0,134
965,965,42.0,294
966,966,23.0,166
967,967,31.0,182
968,968,35.0,182
969,969,55.0,387
970,970,55.0,395
971,971,44.0,310
972,972,55.0,395
973,973,53.0,401
974,974,28.0,166
975,975,23.0,150
976,976,43.0,310
977,977,55.0,362
978,978,56.0,414
979,979,56.0,348
980,980,28.0,166
981,981,56.0,351
982,982,55.0,414
983,983,23.0,150
984,984,42.0,262
985,985,25.0,166
986,986,55.0,396
987,987,25.0,166
988,988,20.0,134
989,989,54.0,361
990,990,25.0,166
991,991,25.0,166
992,992,34.0,262
993,993,28.0,182
994,994,28.0,182
995,995,55.0,384
996,996,30.0,166
997,997,43.0,289
998,998,22.0,150
999,999,23.0,150
1000,1000,23.0,150
1001,1001,29.0,166
1002,1002,34.0,246
1003,1003,55.0,337
1004,1004,55.0,418
1005,1005,24.0,150
1006,1006,25.0,166
1007,1007,46.0,342
1008,1008,30.0,166
1009,1009,22.0,150
1010,1010,56.0,419
1011,1011,42.0,294
1012,1012,36.0,262
1013,1013,55.0,404
1014,1014,53.0,422
1015,1015,17.0,134
1016,1016,36.0,246
1017,1017,24.0,150
1018,1018,33.0,278
1019,1019,42.0,310
1020,1020,55.0,414
1021,1021,17.0,134
1022,1022,20.0,136
1023,1023,24.0,150
1024,1024,44.0,294
1025,1025,55.0,413
1026,1026,48.0,374
1027,1027,22.0,150
1028,1028,36.0,293
1029,1029,41.0,262
1030,1030,26.0,166
1031,1031,53.0,406
1032,1032,49.0,358
1033,1033,29.0,166
1034,1034,53.0,417
1035,1035,51.0,406
1036,1036,22.0,150
1037,1037,50.0,390
1038,1038,46.0,342
1039,1039,37.0,278
1040,1040,48.0,342
1041,1041,56.0,380
1042,1042,46.0,294
1043,1043,34.0,246
1044,1044,25.0,166
1045,1045,38.0,294
1046,1046,54.0,390
1047,1047,56.0,402
1048,1048,26.0,163
1049,1049,44.0,294
1050,1050,53.0,390
1051,1051,56.0,395
1052,1052,54.0,420
1053,1053,55.0,406
1054,1054,21.0,150
1055,1055,20.0,134
1056,1056,25.0,166
1057,1057,23.0,150
1058,1058,55.0,365
1059,1059,56.0,380
1060,1060,54.0,391
1061,1061,55.0,400
1062,1062,33.0,262
1063,1063,34.0,246
1064,1064,21.0,150
1065,1065,42.0,278
1066,1066,30.0,246
1067,1067,55.0,398
1068,1068,26.0,150
1069,1069,26.0,150
1070,1070,15.0,95
1071,1071,55.0,383
1072,1072,54.0,382
1073,1073,28.0,150
1074,1074,13.0,91
1075,1075,28.0,150
1076,1076,27.0,166
1077,1077,21.0,150
1078,1078,56.0,404
1079,1079,29.0,166
1080,1080,55.0,403
1081,1081,29.0,182
1082,1082,48.0,358
1083,1083,42.0,294
1084,1084,55.0,422
1085,1085,55.0,413
1086,1086,56.0,400
1087,1087,28.0,166
1088,1088,46.0,342
1089,1089,48.0,310
1090,1090,54.0,405
1091,1091,28.0,166
1092,1092,55.0,393
1093,1093,31.0,166
1094,1094,55.0,402
1095,1095,56.0,405
1096,1096,46.0,358
1097,1097,19.0,134
1098,1098,56.0,342
1099,1099,40.0,278
1100,1100,21.0,150
1101,1101,15.0,92
1102,1102,42.0,326
1103,1103,22.0,150
1104,1104,27.0,166
1105,1105,54.0,420
1106,1106,28.0,166
1107,1107,51.0,406
1108,1108,36.0,262
1109,1109,47.0,326
1110,1110,55.0,388
1111,1111,56.0,380
1112,1112,20.0,134
1113,1113,24.0,150
1114,1114,56.0,392
1115,1115,56.0,323
1116,1116,35.0,262
1117,1117,53.0,406
1118,1118,21.0,150
1119,1119,29.0,166
1120,1120,13.0,89
1121,1121,25.0,166
1122,1122,23.0,150
1123,1123,55.0,322
1124,1124,56.0,417
1125,1125,26.0,150
1126,1126,25.0,166
1127,1127,55.0,417
1128,1128,54.0,369
1129,1129,27.0,150
1130,1130,55.0,345
1131,1131,40.0,262
1132,1132,56.0,402
1133,1133,55.0,381
1134,1134,55.0,383
1135,1135,56.0,384
1136,1136,28.0,166
1137,1137,33.0,182
1138,1138,34.0,262
1139,1139,56.0,387
1140,1140,34.0,246
1141,1141,32.0,262
1142,1142,45.0,294
1143,1143,21.0,134
1144,1144,19.0,134
1145,1145,55.0,401
1146,1146,17.0,134
1147,1147,40.0,294
1148,1148,13.0,98
1149,1149,21.0,134
1150,1150,25.0,166
1151,1151,55.0,401
1152,1152,53.0,406
1153,1153,56.0,416
1154,1154,55.0,396
1155,1155,45.0,326
1156,1156,25.0,134
1157,1157,26.0,166
1158,1158,40.0,278
1159,1159,56.0,396
1160,1160,56.0,325
1161,1161,30.0,182
1162,1162,32.0,182
1163,1163,56.0,397
1164,1164,41.0,262
1165,1165,54.0,370
1166,1166,56.0,339
1167,1167,55.0,368
1168,1168,55.0,350
1169,1169,50.0,422
1170,1170,55.0,420
1171,1171,51.0,374
1172,1172,43.0,326
1173,1173,19.0,134
1174,1174,21.0,150
1175,1175,34.0,246
1176,1176,56.0,392
1177,1177,54.0,420
1178,1178,56.0,417
1179,1179,55.0,349
1180,1180,11.0,74
1181,1181,56.0,395
1182,1182,23.0,150
1183,1183,34.0,262
1184,1184,28.0,166
1185,1185,54.0,363
1186,1186,36.0,278
1187,1187,17.0,134
1188,1188,29.0,182
1189,1189,56.0,380
1190,1190,55.0,383
1191,1191,54.0,370
1192,1192,41.0,294
1193,1193,25.0,166
1194,1194,52.0,422
1195,1195,22.0,150
1196,1196,30.0,182
1197,1197,55.0,355
1198,1198,21.0,134
1199,1199,53.0,350
