,round,reward,ticks
662,662,17.0,139
663,663,11.0,118
664,664,5.0,89
665,665,14.0,142
666,666,18.0,150
667,667,14.0,128
668,668,17.0,162
669,669,6.0,120
670,670,10.0,133
671,671,6.0,136
672,672,22.0,161
673,673,33.0,263
674,674,22.0,155
675,675,12.0,69
676,676,18.0,141
677,677,13.0,124
678,678,15.0,148
679,679,5.0,49
680,680,9.0,118
681,681,8.0,125
682,682,9.0,120
683,683,16.0,141
684,684,28.0,198
685,685,11.0,121
686,686,7.0,133
687,687,11.0,143
688,688,15.0,142
689,689,15.0,154
690,690,9.0,127
691,691,18.0,189
692,692,16.0,144
693,693,9.0,149
694,694,22.0,173
695,695,26.0,223
696,696,8.0,127
697,697,22.0,174
698,698,22.0,171
699,699,12.0,130
700,700,10.0,106
701,701,15.0,138
702,702,10.0,100
703,703,15.0,166
704,704,10.0,118
705,705,21.0,158
706,706,21.0,188
707,707,9.0,121
708,708,13.0,139
709,709,22.0,156
710,710,13.0,160
711,711,12.0,118
712,712,18.0,166
713,713,25.0,215
714,714,15.0,142
715,715,8.0,68
716,716,16.0,160
717,717,17.0,147
718,718,20.0,150
719,719,15.0,122
720,720,21.0,165
721,721,16.0,163
722,722,18.0,140
723,723,23.0,152
724,724,20.0,132
725,725,21.0,156
726,726,14.0,83
727,727,14.0,130
728,728,12.0,104
729,729,21.0,136
730,730,13.0,134
731,731,12.0,122
732,732,23.0,159
733,733,20.0,144
734,734,20.0,161
735,735,15.0,142
736,736,3.0,40
737,737,17.0,138
738,738,19.0,152
739,739,18.0,114
740,740,12.0,118
741,741,3.0,32
742,742,20.0,139
743,743,26.0,171
744,744,19.0,150
745,745,9.0,93
746,746,12.0,158
747,747,4.0,32
748,748,13.0,133
749,749,17.0,133
750,750,21.0,153
751,751,21.0,157
752,752,22.0,209
753,753,14.0,112
754,754,10.0,75
755,755,10.0,137
756,756,18.0,135
757,757,11.0,129
758,758,18.0,182
759,759,14.0,146
760,760,30.0,194
761,761,13.0,142
762,762,3.0,38
763,763,15.0,158
764,764,17.0,136
765,765,11.0,118
766,766,14.0,121
767,767,18.0,136
768,768,16.0,155
769,769,36.0,292
770,770,14.0,116
771,771,13.0,125
772,772,19.0,154
773,773,7.0,84
774,774,8.0,119
775,775,4.0,134
776,776,15.0,136
777,777,23.0,190
778,778,15.0,120
779,779,27.0,207
780,780,36.0,267
781,781,33.0,277
782,782,14.0,124
783,783,19.0,109
784,784,15.0,132
785,785,18.0,119
786,786,16.0,118
787,787,13.0,140
788,788,11.0,140
789,789,18.0,175
790,790,11.0,138
791,791,33.0,225
792,792,16.0,141
793,793,12.0,123
794,794,17.0,169
795,795,14.0,137
796,796,16.0,139
797,797,18.0,165
798,798,18.0,118
799,799,8.0,136
800,800,22.0,141
801,801,18.0,161
802,802,13.0,152
803,803,12.0,118
804,804,20.0,174
805,805,16.0,155
806,806,10.0,125
807,807,8.0,75
808,808,13.0,147
809,809,12.0,124
810,810,17.0,149
811,811,26.0,207
812,812,11.0,79
813,813,15.0,142
814,814,9.0,87
815,815,18.0,145
816,816,12.0,132
817,817,13.0,143
818,818,18.0,109
819,819,14.0,144
820,820,14.0,118
821,821,12.0,139
822,822,16.0,141
823,823,12.0,119
824,824,18.0,158
825,825,11.0,142
826,826,17.0,134
827,827,13.0,160
828,828,11.0,136
829,829,28.0,246
830,830,8.0,121
831,831,15.0,143
832,832,8.0,133
833,833,16.0,144
834,834,9.0,98
835,835,10.0,142
836,836,13.0,131
837,837,9.0,118
838,838,12.0,120
839,839,10.0,125
840,840,17.0,139
841,841,43.0,318
842,842,4.0,40
843,843,13.0,133
844,844,12.0,89
845,845,12.0,139
846,846,9.0,116
847,847,14.0,140
848,848,20.0,169
849,849,4.0,47
850,850,17.0,133
851,851,14.0,130
852,852,13.0,118
853,853,11.0,145
854,854,16.0,144
855,855,10.0,142
856,856,17.0,146
857,857,14.0,136
858,858,24.0,166
859,859,12.0,150
860,860,11.0,142
861,861,13.0,118
862,862,19.0,118
863,863,11.0,96
864,864,6.0,98
865,865,14.0,122
866,866,18.0,149
867,867,19.0,178
868,868,23.0,149
869,869,28.0,230
870,870,17.0,147
871,871,20.0,124
872,872,16.0,136
873,873,16.0,138
874,874,23.0,184
875,875,10.0,136
876,876,14.0,137
877,877,9.0,110
878,878,13.0,125
879,879,16.0,134
880,880,33.0,258
881,881,14.0,144
882,882,10.0,121
883,883,15.0,152
884,884,10.0,140
885,885,15.0,122
886,886,11.0,124
887,887,23.0,173
888,888,10.0,134
889,889,10.0,155
890,890,19.0,144
891,891,10.0,133
892,892,12.0,135
893,893,11.0,118
894,894,22.0,181
895,895,23.0,190
896,896,18.0,168
897,897,9.0,142
898,898,12.0,126
899,899,8.0,141
900,900,20.0,165
901,901,16.0,168
902,902,12.0,130
