,round,reward,ticks
1066,1066,29.0,198
1067,1067,50.0,428
1068,1068,54.0,419
1069,1069,52.0,360
1070,1070,34.0,239
1071,1071,16.0,169
1072,1072,51.0,408
1073,1073,21.0,166
1074,1074,7.0,118
1075,1075,12.0,126
1076,1076,55.0,364
1077,1077,26.0,168
1078,1078,55.0,338
1079,1079,32.0,262
1080,1080,51.0,356
1081,1081,3.0,72
1082,1082,35.0,222
1083,1083,53.0,356
1084,1084,29.0,185
1085,1085,16.0,150
1086,1086,45.0,406
1087,1087,31.0,278
1088,1088,47.0,326
1089,1089,51.0,383
1090,1090,46.0,406
1091,1091,31.0,264
1092,1092,51.0,383
1093,1093,35.0,262
1094,1094,48.0,358
1095,1095,51.0,414
1096,1096,19.0,148
1097,1097,38.0,310
1098,1098,5.0,64
1099,1099,52.0,358
1100,1100,35.0,294
1101,1101,42.0,359
1102,1102,53.0,355
1103,1103,51.0,396
1104,1104,43.0,294
1105,1105,35.0,246
1106,1106,13.0,134
1107,1107,19.0,150
1108,1108,49.0,422
1109,1109,49.0,422
1110,1110,24.0,150
1111,1111,10.0,134
1112,1112,33.0,246
1113,1113,39.0,326
1114,1114,51.0,411
1115,1115,33.0,262
1116,1116,5.0,118
1117,1117,5.0,118
1118,1118,53.0,399
1119,1119,24.0,182
1120,1120,9.0,83
1121,1121,34.0,278
1122,1122,20.0,134
1123,1123,53.0,364
1124,1124,51.0,405
1125,1125,51.0,369
1126,1126,23.0,210
1127,1127,34.0,246
1128,1128,53.0,356
1129,1129,52.0,348
1130,1130,44.0,346
1131,1131,25.0,214
1132,1132,51.0,400
1133,1133,50.0,418
1134,1134,45.0,374
1135,1135,50.0,379
1136,1136,24.0,186
1137,1137,48.0,406
1138,1138,32.0,246
1139,1139,47.0,406
1140,1140,30.0,230
1141,1141,48.0,1999
1142,1142,12.0,109
1143,1143,51.0,403
1144,1144,27.0,214
1145,1145,41.0,310
1146,1146,25.0,150
1147,1147,36.0,294
1148,1148,22.0,171
1149,1149,50.0,398
1150,1150,44.0,304
1151,1151,49.0,422
1152,1152,34.0,269
1153,1153,14.0,166
1154,1154,30.0,262
1155,1155,10.0,134
1156,1156,51.0,388
1157,1157,40.0,294
1158,1158,26.0,191
1159,1159,52.0,397
1160,1160,15.0,131
1161,1161,42.0,326
1162,1162,50.0,388
1163,1163,52.0,345
1164,1164,50.0,385
1165,1165,18.0,131
1166,1166,50.0,389
1167,1167,53.0,358
1168,1168,13.0,134
1169,1169,24.0,215
1170,1170,50.0,380
1171,1171,13.0,118
1172,1172,23.0,198
1173,1173,50.0,385
1174,1174,52.0,388
1175,1175,52.0,380
1176,1176,35.0,294
1177,1177,43.0,326
1178,1178,29.0,262
1179,1179,43.0,310
1180,1180,16.0,134
1181,1181,31.0,262
1182,1182,52.0,367
1183,1183,40.0,326
1184,1184,26.0,182
1185,1185,51.0,340
1186,1186,23.0,182
1187,1187,18.0,166
