,round,reward,ticks
132,132,55.0,388
133,133,54.0,420
134,134,52.0,422
135,135,47.0,358
136,136,27.0,198
137,137,55.0,381
138,138,54.0,366
139,139,20.0,103
140,140,33.0,246
141,141,29.0,166
142,142,39.0,294
143,143,27.0,182
144,144,48.0,358
145,145,55.0,417
146,146,50.0,406
147,147,47.0,374
148,148,54.0,405
149,149,54.0,395
150,150,55.0,390
151,151,52.0,363
152,152,24.0,179
153,153,42.0,310
154,154,36.0,278
155,155,23.0,149
156,156,48.0,407
157,157,36.0,246
158,158,53.0,402
159,159,47.0,406
160,160,53.0,389
161,161,53.0,368
162,162,53.0,402
163,163,32.0,214
164,164,51.0,422
165,165,34.0,182
166,166,33.0,262
167,167,54.0,405
168,168,48.0,390
169,169,33.0,278
170,170,55.0,401
171,171,27.0,182
172,172,54.0,419
173,173,54.0,409
174,174,45.0,294
175,175,32.0,262
176,176,24.0,166
177,177,41.0,262
178,178,53.0,343
179,179,18.0,114
180,180,43.0,262
181,181,46.0,358
182,182,33.0,246
183,183,55.0,335
184,184,40.0,310
185,185,52.0,422
186,186,55.0,370
187,187,38.0,294
188,188,40.0,294
189,189,13.0,98
190,190,36.0,262
191,191,44.0,342
192,192,55.0,383
193,193,54.0,399
194,194,51.0,406
195,195,45.0,326
196,196,36.0,262
197,197,22.0,150
198,198,43.0,278
199,199,53.0,376
200,200,53.0,422
201,201,30.0,246
202,202,23.0,150
203,203,53.0,411
204,204,37.0,278
205,205,24.0,166
206,206,27.0,166
207,207,54.0,404
208,208,33.0,262
209,209,27.0,182
210,210,52.0,395
211,211,55.0,393
212,212,39.0,278
213,213,28.0,182
214,214,27.0,198
215,215,37.0,294
216,216,54.0,408
217,217,26.0,166
218,218,25.0,150
219,219,53.0,364
220,220,29.0,246
221,221,53.0,354
222,222,24.0,166
223,223,41.0,294
224,224,37.0,278
225,225,30.0,182
226,226,32.0,198
227,227,23.0,166
228,228,53.0,400
229,229,54.0,385
230,230,53.0,380
231,231,22.0,182
232,232,40.0,294
233,233,51.0,406
234,234,50.0,406
235,235,55.0,420
236,236,39.0,262
237,237,53.0,397
238,238,42.0,326
239,239,26.0,182
240,240,25.0,182
241,241,54.0,386
242,242,22.0,150
243,243,54.0,420
244,244,47.0,310
245,245,55.0,360
246,246,49.0,422
247,247,41.0,278
248,248,39.0,294
249,249,54.0,390
250,250,41.0,294
251,251,55.0,381
252,252,54.0,372
253,253,53.0,395
254,254,43.0,342
255,255,35.0,242
256,256,54.0,396
257,257,52.0,379
258,258,28.0,166
259,259,31.0,246
260,260,45.0,358
261,261,53.0,403
262,262,39.0,278
263,263,30.0,166
264,264,32.0,246
265,265,54.0,421
266,266,34.0,230
267,267,21.0,151
268,268,48.0,406
269,269,39.0,278
270,270,36.0,262
271,271,50.0,390
272,272,32.0,182
273,273,54.0,418
274,274,54.0,357
275,275,52.0,406
276,276,54.0,400
277,277,55.0,395
278,278,49.0,374
279,279,27.0,166
280,280,55.0,335
281,281,54.0,396
282,282,55.0,388
283,283,36.0,279
284,284,56.0,373
285,285,24.0,166
286,286,38.0,262
287,287,50.0,390
288,288,50.0,422
289,289,36.0,278
290,290,54.0,420
291,291,40.0,294
292,292,54.0,383
293,293,25.0,182
294,294,23.0,166
295,295,27.0,150
296,296,55.0,402
297,297,55.0,403
298,298,52.0,416
299,299,49.0,374
300,300,53.0,396
301,301,21.0,150
302,302,45.0,358
303,303,55.0,321
304,304,53.0,382
305,305,55.0,396
306,306,34.0,246
307,307,44.0,374
308,308,50.0,390
309,309,54.0,369
310,310,54.0,404
311,311,27.0,182
312,312,26.0,166
313,313,54.0,417
314,314,53.0,329
315,315,55.0,354
316,316,36.0,246
317,317,20.0,150
318,318,37.0,294
319,319,52.0,403
320,320,13.0,103
321,321,30.0,246
322,322,44.0,342
323,323,36.0,262
324,324,26.0,154
325,325,53.0,403
326,326,27.0,166
327,327,53.0,372
328,328,52.0,374
329,329,27.0,166
330,330,54.0,399
331,331,52.0,419
332,332,21.0,166
333,333,54.0,380
334,334,35.0,262
335,335,24.0,166
336,336,47.0,374
337,337,22.0,138
338,338,52.0,401
339,339,29.0,198
340,340,33.0,262
341,341,43.0,374
342,342,24.0,150
343,343,55.0,401
344,344,54.0,363
345,345,23.0,150
346,346,41.0,310
347,347,37.0,294
348,348,54.0,345
349,349,48.0,326
350,350,17.0,134
351,351,33.0,182
352,352,55.0,404
353,353,33.0,198
354,354,41.0,342
355,355,55.0,359
356,356,33.0,246
357,357,44.0,294
358,358,55.0,416
359,359,33.0,246
360,360,27.0,150
361,361,54.0,405
362,362,21.0,166
363,363,55.0,404
364,364,22.0,166
365,365,25.0,166
366,366,51.0,362
367,367,54.0,319
368,368,41.0,262
369,369,54.0,420
370,370,51.0,422
371,371,26.0,166
372,372,40.0,294
373,373,52.0,390
374,374,51.0,398
375,375,49.0,390
376,376,44.0,374
377,377,20.0,166
378,378,30.0,166
379,379,31.0,246
380,380,55.0,360
381,381,54.0,359
382,382,38.0,310
383,383,50.0,406
384,384,37.0,246
385,385,37.0,278
386,386,19.0,166
387,387,50.0,390
388,388,42.0,294
389,389,18.0,132
390,390,53.0,414
391,391,47.0,332
392,392,41.0,310
393,393,27.0,230
394,394,36.0,310
395,395,38.0,294
396,396,53.0,370
397,397,54.0,416
398,398,13.0,122
399,399,56.0,393
400,400,51.0,422
401,401,55.0,384
402,402,45.0,342
403,403,52.0,397
404,404,54.0,386
405,405,20.0,134
406,406,24.0,149
407,407,39.0,298
408,408,46.0,326
409,409,39.0,294
410,410,54.0,401
411,411,35.0,278
412,412,54.0,363
413,413,37.0,294
414,414,53.0,413
415,415,55.0,363
416,416,53.0,363
417,417,25.0,153
418,418,40.0,262
419,419,27.0,166
420,420,30.0,182
421,421,39.0,278
422,422,29.0,166
423,423,54.0,392
424,424,50.0,358
425,425,51.0,390
426,426,21.0,150
427,427,53.0,383
428,428,55.0,380
429,429,54.0,406
430,430,52.0,364
431,431,28.0,182
432,432,28.0,179
433,433,38.0,294
434,434,52.0,406
435,435,53.0,344
436,436,53.0,422
437,437,37.0,294
438,438,25.0,182
439,439,49.0,422
440,440,33.0,246
441,441,54.0,392
442,442,54.0,380
443,443,55.0,365
444,444,55.0,401
445,445,44.0,342
446,446,44.0,374
447,447,26.0,230
448,448,52.0,422
449,449,43.0,310
450,450,41.0,262
451,451,50.0,422
452,452,7.0,61
453,453,53.0,403
454,454,55.0,412
455,455,54.0,336
456,456,40.0,294
457,457,22.0,166
458,458,53.0,397
459,459,54.0,395
460,460,51.0,406
461,461,25.0,166
462,462,25.0,166
463,463,53.0,389
464,464,47.0,326
465,465,54.0,402
466,466,53.0,350
467,467,53.0,348
468,468,37.0,278
469,469,43.0,342
470,470,29.0,182
471,471,26.0,166
472,472,29.0,214
473,473,42.0,342
474,474,42.0,310
475,475,54.0,401
476,476,54.0,421
477,477,49.0,326
478,478,49.0,390
479,479,27.0,246
480,480,55.0,372
481,481,34.0,214
482,482,26.0,166
483,483,54.0,364
484,484,16.0,134
485,485,22.0,166
486,486,23.0,142
487,487,31.0,246
488,488,36.0,262
489,489,32.0,198
490,490,31.0,230
491,491,31.0,262
492,492,50.0,374
493,493,53.0,416
494,494,54.0,387
495,495,42.0,342
496,496,28.0,214
497,497,25.0,166
498,498,38.0,262
499,499,55.0,417
500,500,25.0,166
501,501,28.0,246
502,502,21.0,134
503,503,43.0,326
504,504,53.0,422
505,505,44.0,310
506,506,55.0,396
507,507,35.0,262
508,508,52.0,389
509,509,55.0,395
510,510,52.0,422
511,511,18.0,134
512,512,36.0,278
513,513,51.0,390
514,514,31.0,262
515,515,43.0,294
516,516,39.0,294
517,517,26.0,166
518,518,41.0,294
519,519,53.0,417
520,520,55.0,396
521,521,48.0,374
522,522,21.0,125
523,523,55.0,400
524,524,36.0,278
525,525,20.0,150
526,526,28.0,166
527,527,34.0,262
528,528,41.0,294
529,529,19.0,150
530,530,55.0,387
531,531,24.0,166
532,532,38.0,294
533,533,36.0,246
534,534,49.0,342
535,535,55.0,401
536,536,43.0,310
537,537,36.0,262
538,538,35.0,278
539,539,25.0,182
540,540,21.0,130
541,541,27.0,230
542,542,32.0,246
543,543,55.0,416
544,544,14.0,103
545,545,54.0,384
546,546,25.0,166
547,547,54.0,356
548,548,42.0,326
549,549,23.0,173
550,550,24.0,147
551,551,46.0,342
552,552,54.0,386
553,553,53.0,422
554,554,39.0,278
555,555,51.0,390
556,556,55.0,416
557,557,42.0,313
558,558,36.0,262
559,559,39.0,294
560,560,54.0,369
561,561,27.0,150
562,562,39.0,294
563,563,50.0,406
564,564,49.0,406
565,565,44.0,358
566,566,40.0,294
567,567,24.0,150
568,568,40.0,278
569,569,36.0,278
570,570,55.0,370
571,571,26.0,166
572,572,53.0,386
573,573,33.0,262
574,574,37.0,294
575,575,23.0,156
576,576,24.0,134
577,577,55.0,329
578,578,16.0,150
579,579,54.0,397
580,580,37.0,278
581,581,51.0,399
582,582,50.0,390
583,583,15.0,134
584,584,53.0,376
585,585,52.0,369
586,586,40.0,294
587,587,20.0,142
588,588,35.0,262
589,589,55.0,367
590,590,40.0,310
591,591,41.0,262
592,592,48.0,374
593,593,52.0,398
594,594,54.0,416
595,595,54.0,380
596,596,35.0,262
597,597,33.0,246
598,598,36.0,294
599,599,54.0,395
600,600,44.0,310
601,601,36.0,294
602,602,52.0,374
603,603,52.0,406
604,604,31.0,230
605,605,53.0,399
606,606,44.0,358
607,607,47.0,358
608,608,53.0,369
609,609,47.0,380
610,610,53.0,371
611,611,28.0,182
612,612,54.0,402
613,613,39.0,310
614,614,24.0,150
615,615,45.0,344
616,616,52.0,406
617,617,41.0,310
618,618,31.0,278
619,619,26.0,166
620,620,54.0,402
621,621,26.0,166
622,622,55.0,364
623,623,37.0,262
624,624,37.0,246
625,625,39.0,278
626,626,20.0,150
627,627,36.0,278
628,628,47.0,342
629,629,36.0,278
630,630,46.0,342
631,631,27.0,166
632,632,42.0,278
633,633,41.0,342
634,634,37.0,278
635,635,41.0,326
636,636,29.0,182
637,637,50.0,374
638,638,52.0,404
639,639,39.0,279
640,640,50.0,406
641,641,53.0,371
642,642,35.0,262
643,643,23.0,150
644,644,52.0,383
645,645,38.0,246
646,646,26.0,166
647,647,35.0,246
648,648,54.0,325
649,649,52.0,406
650,650,30.0,230
651,651,53.0,396
652,652,53.0,353
653,653,53.0,379
654,654,54.0,396
655,655,54.0,396
656,656,27.0,198
657,657,15.0,102
658,658,54.0,397
659,659,54.0,389
660,660,55.0,380
661,661,37.0,278
662,662,34.0,230
663,663,28.0,198
664,664,27.0,182
665,665,24.0,150
666,666,50.0,422
667,667,26.0,150
668,668,54.0,358
669,669,25.0,166
670,670,40.0,262
671,671,46.0,358
672,672,35.0,278
673,673,53.0,338
674,674,47.0,374
675,675,26.0,166
676,676,39.0,262
677,677,34.0,278
678,678,54.0,403
679,679,55.0,418
680,680,36.0,278
681,681,21.0,150
682,682,55.0,396
683,683,23.0,150
684,684,20.0,150
685,685,26.0,166
686,686,37.0,278
687,687,54.0,404
688,688,52.0,368
689,689,52.0,387
690,690,54.0,376
691,691,52.0,404
692,692,53.0,360
693,693,35.0,262
694,694,23.0,166
695,695,36.0,246
696,696,53.0,380
697,697,40.0,278
698,698,32.0,246
699,699,26.0,182
700,700,30.0,182
701,701,54.0,396
702,702,55.0,361
703,703,37.0,278
704,704,53.0,403
705,705,55.0,383
706,706,27.0,166
707,707,51.0,407
708,708,36.0,262
709,709,23.0,150
710,710,44.0,326
711,711,28.0,166
712,712,52.0,418
713,713,23.0,166
714,714,52.0,389
715,715,36.0,246
716,716,47.0,326
717,717,50.0,406
718,718,11.0,94
719,719,45.0,326
720,720,34.0,278
721,721,53.0,381
722,722,51.0,370
723,723,50.0,406
724,724,53.0,389
725,725,20.0,150
726,726,52.0,426
727,727,53.0,368
728,728,39.0,278
729,729,53.0,417
730,730,17.0,134
731,731,56.0,403
732,732,55.0,365
733,733,45.0,358
734,734,24.0,166
735,735,55.0,354
736,736,52.0,383
737,737,32.0,262
738,738,55.0,401
739,739,51.0,377
740,740,37.0,262
741,741,54.0,373
742,742,44.0,310
743,743,54.0,387
744,744,54.0,361
745,745,36.0,278
746,746,54.0,405
747,747,41.0,294
748,748,11.0,89
749,749,25.0,198
750,750,23.0,144
751,751,22.0,141
752,752,33.0,262
753,753,46.0,358
754,754,23.0,166
755,755,23.0,182
756,756,52.0,390
757,757,30.0,262
758,758,55.0,419
759,759,54.0,373
760,760,26.0,150
761,761,32.0,262
762,762,28.0,168
763,763,22.0,150
764,764,48.0,342
765,765,29.0,183
766,766,47.0,374
767,767,38.0,262
768,768,46.0,310
769,769,50.0,390
770,770,26.0,182
771,771,45.0,342
772,772,20.0,150
773,773,40.0,246
774,774,56.0,369
775,775,56.0,388
776,776,40.0,310
777,777,43.0,326
778,778,3.0,61
779,779,37.0,262
780,780,56.0,417
781,781,44.0,310
782,782,22.0,166
783,783,54.0,374
784,784,54.0,417
785,785,32.0,246
786,786,52.0,388
787,787,54.0,416
788,788,40.0,278
789,789,27.0,182
790,790,53.0,354
791,791,22.0,145
792,792,25.0,214
793,793,54.0,386
794,794,52.0,397
795,795,51.0,395
796,796,26.0,166
797,797,16.0,134
798,798,47.0,342
799,799,52.0,405
800,800,43.0,342
801,801,42.0,278
802,802,53.0,414
803,803,40.0,262
804,804,54.0,344
805,805,44.0,294
806,806,30.0,166
807,807,54.0,418
808,808,38.0,278
809,809,27.0,166
810,810,55.0,399
811,811,18.0,134
812,812,33.0,198
813,813,23.0,198
814,814,22.0,164
815,815,48.0,390
816,816,53.0,408
817,817,32.0,214
818,818,20.0,150
819,819,21.0,150
820,820,48.0,406
821,821,50.0,390
822,822,55.0,388
823,823,49.0,406
824,824,35.0,246
825,825,48.0,358
826,826,55.0,368
827,827,30.0,182
828,828,54.0,382
829,829,33.0,230
830,830,53.0,354
831,831,54.0,420
832,832,33.0,266
833,833,55.0,369
834,834,31.0,246
835,835,48.0,390
836,836,39.0,294
837,837,23.0,131
838,838,7.0,61
839,839,34.0,230
840,840,23.0,166
841,841,54.0,412
842,842,29.0,214
843,843,37.0,246
844,844,50.0,396
845,845,55.0,341
846,846,24.0,166
847,847,42.0,310
848,848,51.0,422
849,849,24.0,166
850,850,53.0,422
851,851,30.0,182
852,852,55.0,347
853,853,55.0,344
854,854,25.0,166
855,855,20.0,146
856,856,19.0,150
857,857,27.0,174
858,858,49.0,374
859,859,22.0,137
860,860,28.0,166
861,861,51.0,406
862,862,54.0,386
863,863,20.0,150
864,864,39.0,278
865,865,26.0,166
866,866,55.0,400
867,867,26.0,166
868,868,31.0,246
869,869,43.0,310
870,870,25.0,166
871,871,26.0,176
872,872,53.0,416
873,873,41.0,278
874,874,54.0,419
875,875,24.0,166
876,876,24.0,166
877,877,54.0,396
878,878,53.0,375
879,879,53.0,388
880,880,49.0,352
881,881,20.0,150
882,882,43.0,310
883,883,54.0,385
884,884,55.0,397
885,885,33.0,246
886,886,37.0,278
887,887,22.0,150
888,888,24.0,166
889,889,53.0,387
890,890,49.0,406
891,891,42.0,326
892,892,53.0,402
893,893,53.0,325
894,894,50.0,406
895,895,32.0,246
896,896,51.0,406
897,897,52.0,383
898,898,28.0,182
899,899,12.0,95
900,900,30.0,182
901,901,54.0,415
902,902,38.0,278
903,903,33.0,265
904,904,45.0,342
905,905,55.0,416
906,906,40.0,294
907,907,11.0,103
908,908,55.0,364
909,909,37.0,262
910,910,14.0,118
911,911,19.0,150
912,912,46.0,374
913,913,10.0,89
914,914,23.0,150
915,915,39.0,278
916,916,52.0,422
917,917,46.0,374
918,918,46.0,310
919,919,16.0,118
920,920,20.0,150
921,921,29.0,182
922,922,37.0,246
923,923,53.0,384
924,924,29.0,246
925,925,18.0,134
926,926,54.0,344
927,927,54.0,420
928,928,44.0,310
929,929,54.0,401
930,930,29.0,246
931,931,53.0,388
932,932,49.0,342
933,933,26.0,182
934,934,26.0,166
935,935,39.0,262
936,936,53.0,400
937,937,28.0,182
938,938,48.0,390
939,939,51.0,422
940,940,45.0,326
941,941,38.0,294
942,942,44.0,358
943,943,38.0,278
944,944,53.0,411
945,945,44.0,310
946,946,52.0,422
947,947,54.0,397
948,948,52.0,406
949,949,33.0,262
950,950,23.0,166
951,951,55.0,395
952,952,54.0,362
953,953,26.0,182
954,954,44.0,317
955,955,56.0,355
956,956,19.0,150
957,957,28.0,246
958,958,24.0,166
959,959,29.0,198
960,960,29.0,182
961,961,25.0,170
962,962,22.0,138
963,963,53.0,398
964,964,33.0,246
965,965,51.0,406
966,966,36.0,262
967,967,52.0,400
968,968,56.0,399
969,969,53.0,379
970,970,39.0,294
971,971,55.0,371
972,972,40.0,326
973,973,52.0,374
974,974,52.0,389
975,975,29.0,182
976,976,42.0,310
977,977,23.0,142
978,978,55.0,400
979,979,24.0,166
980,980,39.0,310
981,981,54.0,382
982,982,55.0,400
983,983,28.0,182
984,984,28.0,169
985,985,13.0,94
986,986,22.0,150
987,987,34.0,246
988,988,35.0,246
989,989,33.0,278
990,990,12.0,104
991,991,35.0,246
992,992,38.0,294
993,993,7.0,61
994,994,46.0,342
995,995,55.0,360
996,996,53.0,388
997,997,55.0,414
998,998,35.0,278
999,999,16.0,134
1000,1000,39.0,262
1001,1001,21.0,150
1002,1002,17.0,150
1003,1003,49.0,358
1004,1004,30.0,166
1005,1005,49.0,422
1006,1006,55.0,398
1007,1007,54.0,388
1008,1008,35.0,262
1009,1009,48.0,342
1010,1010,52.0,390
1011,1011,47.0,326
1012,1012,52.0,390
1013,1013,41.0,326
1014,1014,39.0,294
1015,1015,37.0,230
1016,1016,26.0,150
1017,1017,46.0,358
1018,1018,30.0,246
1019,1019,52.0,390
1020,1020,52.0,380
1021,1021,14.0,134
1022,1022,36.0,262
1023,1023,53.0,361
1024,1024,52.0,404
1025,1025,14.0,103
1026,1026,39.0,278
1027,1027,35.0,260
1028,1028,34.0,230
1029,1029,20.0,150
1030,1030,55.0,406
1031,1031,54.0,420
1032,1032,30.0,161
1033,1033,24.0,166
1034,1034,48.0,390
1035,1035,54.0,418
1036,1036,53.0,396
1037,1037,44.0,342
1038,1038,37.0,310
1039,1039,54.0,406
1040,1040,42.0,294
1041,1041,34.0,262
1042,1042,54.0,388
1043,1043,50.0,374
1044,1044,41.0,342
1045,1045,47.0,358
1046,1046,46.0,390
1047,1047,27.0,166
1048,1048,17.0,118
1049,1049,30.0,246
1050,1050,55.0,382
1051,1051,31.0,214
1052,1052,53.0,402
1053,1053,47.0,340
1054,1054,28.0,246
1055,1055,51.0,363
1056,1056,15.0,134
1057,1057,41.0,262
1058,1058,55.0,382
1059,1059,47.0,310
1060,1060,39.0,310
1061,1061,39.0,294
1062,1062,47.0,358
1063,1063,32.0,262
1064,1064,21.0,150
1065,1065,19.0,150
1066,1066,34.0,278
1067,1067,54.0,395
1068,1068,54.0,385
1069,1069,45.0,326
1070,1070,51.0,390
1071,1071,54.0,398
1072,1072,54.0,402
1073,1073,52.0,374
1074,1074,50.0,358
1075,1075,15.0,109
1076,1076,28.0,166
1077,1077,53.0,390
1078,1078,52.0,403
1079,1079,53.0,357
1080,1080,53.0,402
1081,1081,53.0,402
1082,1082,54.0,368
1083,1083,37.0,262
1084,1084,52.0,390
1085,1085,42.0,326
1086,1086,54.0,351
1087,1087,54.0,400
1088,1088,33.0,262
1089,1089,54.0,379
1090,1090,53.0,379
1091,1091,41.0,278
1092,1092,54.0,399
1093,1093,40.0,278
1094,1094,56.0,400
1095,1095,49.0,406
1096,1096,55.0,386
1097,1097,39.0,262
1098,1098,45.0,326
1099,1099,26.0,166
1100,1100,52.0,390
1101,1101,38.0,246
1102,1102,38.0,246
1103,1103,52.0,409
1104,1104,40.0,310
1105,1105,49.0,358
1106,1106,52.0,352
1107,1107,53.0,422
1108,1108,53.0,355
1109,1109,43.0,310
1110,1110,26.0,171
1111,1111,53.0,375
1112,1112,55.0,384
1113,1113,55.0,359
1114,1114,53.0,405
1115,1115,52.0,379
1116,1116,44.0,326
1117,1117,34.0,223
1118,1118,49.0,374
1119,1119,51.0,422
1120,1120,49.0,390
1121,1121,40.0,310
1122,1122,46.0,374
1123,1123,54.0,417
1124,1124,52.0,368
1125,1125,51.0,422
1126,1126,37.0,246
1127,1127,29.0,214
1128,1128,15.0,118
1129,1129,48.0,407
1130,1130,47.0,310
1131,1131,54.0,395
1132,1132,27.0,198
1133,1133,55.0,381
1134,1134,53.0,414
1135,1135,33.0,246
1136,1136,37.0,246
1137,1137,30.0,166
1138,1138,27.0,166
1139,1139,22.0,150
1140,1140,54.0,397
1141,1141,54.0,369
1142,1142,29.0,214
1143,1143,43.0,294
1144,1144,42.0,294
1145,1145,31.0,182
1146,1146,54.0,420
1147,1147,52.0,390
1148,1148,54.0,396
1149,1149,15.0,114
1150,1150,36.0,246
1151,1151,29.0,198
1152,1152,31.0,262
1153,1153,55.0,383
1154,1154,50.0,390
1155,1155,51.0,422
1156,1156,29.0,246
1157,1157,54.0,409
1158,1158,54.0,408
1159,1159,39.0,278
1160,1160,44.0,294
1161,1161,36.0,278
1162,1162,48.0,374
1163,1163,55.0,400
1164,1164,55.0,341
1165,1165,32.0,262
1166,1166,26.0,176
1167,1167,33.0,246
1168,1168,17.0,118
1169,1169,33.0,246
1170,1170,31.0,262
1171,1171,14.0,134
1172,1172,53.0,343
1173,1173,46.0,374
1174,1174,24.0,166
1175,1175,54.0,395
1176,1176,53.0,376
1177,1177,51.0,386
1178,1178,52.0,360
1179,1179,22.0,166
1180,1180,55.0,387
1181,1181,54.0,417
1182,1182,54.0,379
1183,1183,54.0,416
1184,1184,49.0,358
1185,1185,54.0,386
1186,1186,37.0,281
1187,1187,28.0,182
1188,1188,35.0,265
1189,1189,50.0,407
1190,1190,54.0,309
1191,1191,22.0,150
1192,1192,43.0,294
1193,1193,55.0,395
1194,1194,24.0,150
1195,1195,38.0,278
1196,1196,52.0,385
1197,1197,13.0,134
1198,1198,24.0,166
1199,1199,54.0,387
